Unnamed: 0,id,title,sub_title,date,persian_date,service,category,agency,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
25152,1936202,بیانیه اتحادیه انجمن‌های اسلامی دانشجویان مستقل درباره تحریم نفتی ایران,,2012-07-02 12:47:45,دوشنبه ۱۲ تیر ۱۳۹۱ - ۱۵:۱۷,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Economic,N/A,National,Unknown,NA,Government,Formal student group,Student Movement,Unknown,Unknown,Unknown,Unknown,Unknown,2012-07-02,No,2012-07-02,2012-07-02,1.0,success,gpt-4o-mini,,,,
25158,1943537,تجمع جمعي از معلمان حق‌التدريس مقابل مجلس,,2012-07-03 07:15:25,سه‌شنبه ۱۳ تیر ۱۳۹۱ - ۰۹:۴۵,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Labour,N/A,Local,Unknown,Capital,Parliament,Labour Union,Teachers,Unknown,تهران,medium group <50,مقابل مجلس شورای اسلامی,In front of state buildings,2012-07-03,No,2012-07-03,2012-07-03,1.0,success,gpt-4o-mini,,,,
25191,1934510,نامه سرگشاده بسیج دانشجویی به سران سه قوه در اعتراض به وضعيت اقتصادي كشور,,2012-07-07 12:57:13,شنبه ۱۷ تیر ۱۳۹۱ - ۱۵:۲۷,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Collective open letter,نامه جمعی اعتراضی,Economic,N/A,National,Unknown,Capital,Government,Formal student group,Student Movement,Unknown,تهران,unknown,Unknown,Unknown,2012-07-07,No,2012-07-07,2012-07-07,1.0,success,gpt-4o-mini,,,,
25244,1931132,راهپیمایی در روز عفاف و حجاب - مشهد,,2012-07-11 12:02:33,چهارشنبه ۲۱ تیر ۱۳۹۱ - ۱۴:۳۲,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,march/ rally,راهپیمایی,Women,Wo_Hijab,Local,مشهد,City,Government,Unknown,Women,Unknown,مشهد,unknown,Unknown,Unknown,2012-07-11,No,2012-07-11,2012-07-11,1.0,success,gpt-4o-mini,,,,
25248,1931011,راهپیمایی در روز عفاف و حجاب - قم,,2012-07-11 19:58:12,چهارشنبه ۲۱ تیر ۱۳۹۱ - ۲۲:۲۸,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,march/ rally,راهپیمایی,Women,Wo_Hijab,Local,قم,City,Government,Unknown,Women,Unknown,قم,unknown,Unknown,Unknown,2012-07-11,No,2012-07-11,2012-07-11,1.0,success,gpt-4o-mini,,,,
25252,1930921,راهپیمایی بانوان قمی در حمایت از فرهنگ عفاف و حجاب برگزار شد,,2012-07-12 10:08:54,پنجشنبه ۲۲ تیر ۱۳۹۱ - ۱۲:۳۸,سرویس فرهنگی و هنری,"
                        دین و اندیشه
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Women,Wo_Hijab,Local,قم,City,Government,Formal religious group,Women,Progovernment,قم,unknown,حرم مطهر حضرت معصومه (س),Religious places,2012-07-12,No,2012-07-12,2012-07-12,1.0,success,gpt-4o-mini,,,,
25306,1927057,گردهمايي فعالان تشكل‌هاي دانشجويي دانشگاه آزاد سراسر كشور,,2012-07-16 11:18:26,دوشنبه ۲۶ تیر ۱۳۹۱ - ۱۳:۴۸,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Student/university,N/A,National,Unknown,Capital,University Officials,Formal student group,Student Movement,Unknown,تهران,unknown,نمایشگاه بین‌المللی تهران,Public place,2012-07-17,No,2012-07-17,2012-07-17,1.0,success,gpt-4o-mini,,,,
25329,1928309, دستگيري يكي از تروريست هاي وهابي در مرزهاي غربي كشور,,2012-07-18 09:00:56,چهارشنبه ۲۸ تیر ۱۳۹۱ - ۱۱:۳۰,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Armed conflict,Armed Conflicts,YES,armed attack,حمله/درگیری مسلحانه,Terrorism,N/A,National,Unknown,Unknown,Terrorists,Unknown,Unknown,Unknown,مرزهای غربی کشور,Unknown,Unknown,Unknown,2012-07-18,No,2012-07-18,2012-07-18,1.0,success,gpt-4o-mini,,,,
25343,1925692,جمعي از دانشجويان در برابر دفتر سازمان ملل در تهران تجمع كردند,در اعتراض به كشتار مسلمانان در ميانمار,2012-07-19 14:09:18,پنجشنبه ۲۹ تیر ۱۳۹۱ - ۱۶:۳۹,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Human rights,N/A,Local,میانمار,Capital,International Institution/Country,Formal student group,Student Movement,Unknown,تهران,medium group < 50,نزديكي دفتر نمايندگي سازمان ملل متحد,International office/ embassy,2012-07-19,No,2012-07-19,2012-07-19,1.0,success,gpt-4o-mini,,,,
25344,1925694,بيانيه جامعه اسلامی دانشجویان در اعتراض به كشتار مسلمانان در ميانمار,,2012-07-19 14:20:31,پنجشنبه ۲۹ تیر ۱۳۹۱ - ۱۶:۵۰,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Human rights,Intl_Palestine-Israel,National,میانمار,Capital,International Institution/Country,Formal student group,Student Movement,Unknown,تهران,medium group < 50,مقابل دفتر سازمان ملل,International office/ embassy,2012-07-19,No,2012-07-19,2012-07-19,1.0,success,gpt-4o-mini,,,,
