Unnamed: 0,id,title,sub_title,date,persian_date,service,category,agency,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
30694,593775,به حکم صادره برای موکلم اعتراض می‌کنیم,وکیل‌مدافع یکی از متهمین پرونده کهریزک:,2013-07-02 10:41:06,سه‌شنبه ۱۱ تیر ۱۳۹۲ - ۱۳:۱۱,سرویس سیاسی,"
                        حقوقی و قضایی
                        
                    ",isna,Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Judiciary,N/A,National,تهران,Capital,Judiciary,Unknown,Lawyers,Unknown,تهران,unknown,Unknown,Unknown,2013-07-02,No,2013-07-02,2013-07-02,1.0,success,gpt-4o-mini,,,,
30717,593289,یک تحصن عجیب در خیابان پاستور!,,2013-07-03 15:38:35,چهارشنبه ۱۲ تیر ۱۳۹۲ - ۱۸:۰۸,سرویس ایسنا+,"
                        رسانه دیگر
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,vigil,تحصن,Human rights,N/A,Local,Unknown,City,Supreme Leader,Ordinary Citizens,Human rights,Unknown,خیابان پاستور,1 person,مقابل ایست و بازرسی نهاد ریاست جمهوری,Public place,2013-07-03,No,2013-07-03,2013-07-03,1.0,success,gpt-4o-mini,,,,
30721,592559,دیدار جمعی از علما و فعالان سیاسی اهل تسنن با آیت الله هاشمی,,2013-07-04 10:57:29,پنجشنبه ۱۳ تیر ۱۳۹۲ - ۱۳:۲۷,سرویس عکس,,isna,Yes,No,,Protest,Unknown,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Unknown,N/A,National,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2013-07-04,No,2013-07-04,2013-07-04,1.0,success,gpt-4o-mini,,,,
30746,591071,اعتراض کارگردان «قاعده تصادف» برای عدم صدور مجوز «کار ویژه»ی فیلمش,,2013-07-06 09:05:40,شنبه ۱۵ تیر ۱۳۹۲ - ۱۱:۳۵,سرویس فرهنگی و هنری,"
                        سینما و تئاتر
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Cultural,N/A,Local,Unknown,Unknown,Ministries,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2013-07-06,No,2013-07-06,2013-07-06,1.0,success,gpt-4o-mini,,,,
30749,590951,تجمع جمعی از آزادگان و جانبازان مقابل بنیاد شهید,,2013-07-06 11:00:06,شنبه ۱۵ تیر ۱۳۹۲ - ۱۳:۳۰,سرویس فرهنگی و هنری,"
                        فرهنگ حماسه
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Human rights,N/A,Local,Unknown,City,Government,Ordinary Citizens,Human rights,Unknown,مقابل بنیاد شهید و امور ایثارگران,medium group < 50,مقابل بنیاد شهید و امور ایثارگران,In front of state buildings,2013-07-06,No,2013-07-06,2013-07-06,1.0,success,gpt-4o-mini,,,,
30788,592328,ادامه اعتراض به بلند مرتبه سازی در شهر تهران,,2013-07-09 10:09:42,سه‌شنبه ۱۸ تیر ۱۳۹۲ - ۱۲:۳۹,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Urban,N/A,Local,تهران,Capital,Municipality/ city councils,Formal student group,Urban,Reformist,تهران,unknown,Unknown,Unknown,2013-07-09,No,,,1.0,success,gpt-4o-mini,,,,
30804,588536,گروه موسوم به «انصار سنت» مسوولیت حمله تروریستی در چابهار را برعهده گرفت,,2013-07-10 11:27:01,چهارشنبه ۱۹ تیر ۱۳۹۲ - ۱۳:۵۷,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Armed conflict,Unknown,YES,armed attack,حمله/درگیری مسلحانه,Political,N/A,Local,چابهار,City,Government,Armed/Separatist group,Unknown,Unknown,چابهار,unknown,مقر فرماندهی نیروهای امنیتی,In front of state buildings,2013-07-10,No,2013-07-10,2013-07-10,1.0,success,gpt-4o-mini,,,,
30839,586761,اعتراض رادیولوژیست‌ها به کارت سبز وزارت بهداشت به پزشکان برای انجام سونوگرافی,,2013-07-13 08:39:02,شنبه ۲۲ تیر ۱۳۹۲ - ۱۱:۰۹,سرویس اجتماعی,"
                        سلامت
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Health regulations,N/A,Local,Unknown,Capital,Ministries,Student Movement,Health,Unknown,مقابل ساختمان وزارت بهداشت,medium group < 50,مقابل ساختمان وزارت بهداشت,In front of state buildings,2013-07-13,No,2013-07-13,2013-07-13,1.0,success,gpt-4o-mini,,,,
30853,586106,اعتراض‌ «کاوه آفاق» به پخش مستندی در یکی از شبکه‌های ماهواره‌ای,,2013-07-14 07:06:07,یکشنبه ۲۳ تیر ۱۳۹۲ - ۰۹:۳۶,سرویس فرهنگی و هنری,"
                        تجسمی و موسیقی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Cultural,N/A,Local,تهران,Capital,Private Companies/organizations,Unknown,Cultural,Unknown,تهران,unknown,Unknown,Unknown,2013-07-14,No,,,1.0,success,gpt-4o-mini,,,,
30857,586943,تجمع کاندیداهای شورای شهر کرمانشاه مقابل مجلس,,2013-07-14 07:45:11,یکشنبه ۲۳ تیر ۱۳۹۲ - ۱۰:۱۵,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Political,N/A,Local,کرمانشاه,City,Parliament,Ordinary Citizens,Political,Unknown,تهران,medium group < 50,مقابل مجلس,Parliament area,2013-07-14,No,,,1.0,success,gpt-4o-mini,,,,
