Unnamed: 0,id,title,sub_title,date,persian_date,service,category,agency,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
33898,480410,اعتراض نسبت به بی‌توجهی به نظر شورای شهر در تصویب انتقال پایتخت,,2014-01-04 12:38:29,شنبه ۱۴ دی ۱۳۹۲ - ۱۵:۰۸,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",isna,Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Political,N/A,National,تهران,Capital,Government,Unknown,Unknown,Unknown,تهران,unknown,Unknown,Unknown,2014-01-04,No,2014-01-04,2014-01-04,1.0,success,gpt-4o-mini,,,,
33923,478390,امضای کارت پستال «اعتراض مردمی» به تحریم‌های دارویی,,2014-01-05 11:06:35,یکشنبه ۱۵ دی ۱۳۹۲ - ۱۳:۳۶,سرویس اجتماعی,"
                        سلامت
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Economic,N/A,National,Unknown,Unknown,International Institution/Country,Campaign,Health,Unknown,Unknown,small group < 15,Unknown,Unknown,2014-01-05,No,2014-01-05,2014-01-05,1.0,success,gpt-4o-mini,,,,
33924,478397,اعتراض شورایی‌ها به حذف از انتخابات فدراسیون‌ها,,2014-01-05 11:12:03,یکشنبه ۱۵ دی ۱۳۹۲ - ۱۳:۴۲,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Political,N/A,Local,تهران,Capital,Municipality/ city councils,Unknown,Political,Unknown,تهران,unknown,Unknown,Unknown,2014-01-05,No,,,1.0,success,gpt-4o-mini,,,,
33940,480986,نامه جمعی از دانشگاهیان خطاب به نمایندگان مجلس در حمایت از وزیر علوم,,2014-01-06 11:54:16,دوشنبه ۱۶ دی ۱۳۹۲ - ۱۴:۲۴,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Collective open letter,نامه جمعی اعتراضی,Political,N/A,National,Unknown,NA,Parliament,Formal student group,Student Movement,Reformist,Unknown,unknown,Unknown,Unknown,2014-01-06,No,2014-01-06,2014-01-06,1.0,success,gpt-4o-mini,,,,
33953,481179,نامه جمعی از شاعران درباره ماجرای قزوه و خانه شاعران,,2014-01-07 08:31:15,سه‌شنبه ۱۷ دی ۱۳۹۲ - ۱۱:۰۱,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Collective open letter,نامه جمعی اعتراضی,Cultural,N/A,Local,Unknown,Unknown,Other,Informal Group,Cultural,Unknown,Unknown,medium group < 50,Unknown,Unknown,2014-01-07,No,2014-01-07,2014-01-07,1.0,success,gpt-4o-mini,,,,
33960,481327,حمایت دانشجویان دانشگاه شیراز از کمپین نه به یارانه‌ها,,2014-01-07 13:13:14,سه‌شنبه ۱۷ دی ۱۳۹۲ - ۱۵:۴۳,سرویس اقتصادی,"
                        اقتصاد کلان
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Economic,N/A,Local,شیراز,City,Government,Formal student group,Student Movement,Unknown,شیراز,unknown,Unknown,Unknown,2014-01-07,No,2014-01-07,2014-01-07,1.0,success,gpt-4o-mini,,,,
33961,477375,نامه اعتراضی جمشید خانیان به تلویزیون,,2014-01-07 13:39:23,سه‌شنبه ۱۷ دی ۱۳۹۲ - ۱۶:۰۹,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Cultural,N/A,Local,Unknown,Unknown,Private Companies/organizations,Ordinary Citizens,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2014-01-07,No,2014-01-07,2014-01-07,1.0,success,gpt-4o-mini,,,,
33978,473179,"نمایشگاه \ اعتراض مردمی به تحریم دارو علیه ایران \"" """,,2014-01-08 20:07:27,چهارشنبه ۱۸ دی ۱۳۹۲ - ۲۲:۳۷,سرویس عکس,,isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Economic,N/A,Local,Unknown,City,International Institution/Country,Campaign,Human rights,Unknown,گالری طراحان آزاد,unknown,گالری طراحان آزاد,Public place,2014-01-08,No,,,1.0,success,gpt-4o-mini,,,,
34045,471994,تجمع بانوان زنجانی در دهه‌فجر امسال به میزبانی حسینیه اعظم,,2014-01-12 10:43:37,یکشنبه ۲۲ دی ۱۳۹۲ - ۱۳:۱۳,سرویس استان ها,"
                        زنجان
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Women,N/A,Local,زنجان,City,Unknown,Unknown,Women,Unknown,حسینیه اعظم زنجان,unknown,حسینیه اعظم زنجان,Public place,2014-01-12,No,2014-01-12,2014-01-12,1.0,success,gpt-4o-mini,,,,
34067,471509,امضاء طومار حمایت از جنگل‌های زاگرس توسط مردم ایلام ,,2014-01-13 11:28:58,دوشنبه ۲۳ دی ۱۳۹۲ - ۱۳:۵۸,سرویس استان ها,"
                        ایلام
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Petitionning,طومار نویسی,Environmental,Env_Deforestation,Local,ایلام,Province Center,Government,NGO/Community,Environmental,Unknown,ایلام,unknown,Unknown,Unknown,2014-01-13,No,,,1.0,success,gpt-4o-mini,,,,
