Unnamed: 0,id,title,sub_title,date,persian_date,service,category,agency,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
55339,171331,تجمع اعتراضی سهامداران در تالار حافظ/ رشد ۹۵ واحدی شاخص کل,,2017-07-01 12:32:18,شنبه ۱۰ تیر ۱۳۹۶ - ۱۵:۰۲,سرویس اقتصادی,"
                        اقتصاد کلان
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,YES,public assembly,تجمع / اجتماع,Financial/banking,N/A,Local,Unknown,City,State Companies/organizations,Ordinary Citizens,Economic/trade/business,Unknown,تالار بورس,small group < 15,تالار بورس,Public place,2017-07-01,No,2017-07-01,2017-07-01,1.0,success,gpt-4o-mini,,,,
55345,170730,آغاز به کار کمپین سرویس تابستانه نگین‌خودرو,,2017-07-02 07:14:23,یکشنبه ۱۱ تیر ۱۳۹۶ - ۰۹:۴۴,سرویس بازار,"
                        خبر بازار
                        
                    ",isna,Yes,No,,,Unknown,,,Unknown,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-02,No,2017-07-02,2017-07-02,1.0,success,gpt-4o-mini,,,,
55352,170443,بار دیگر تجمع اعتراض‌آمیز پلاسکونشینان,,2017-07-02 09:58:00,یکشنبه ۱۱ تیر ۱۳۹۶ - ۱۲:۲۸,سرویس اقتصادی,"
                        تولید و تجارت
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Business,N/A,Local,پلاسکو,City,Foundation of the Oppressed,Ordinary Citizens,Economic/trade/business,Unknown,مقابل بنیاد مستضعفان,medium group < 50,مقابل بنیاد مستضعفان,In front of state buildings,2017-07-02,Yes,2017-07-02,2017-07-02,1.0,success,gpt-4o-mini,1.0,170443.0,Yes,
55353,170415,اعتراضات به حق است/دولت در تعرفه‌ها تجدید نظر کند,وزیر بهداشت:,2017-07-02 10:54:00,یکشنبه ۱۱ تیر ۱۳۹۶ - ۱۳:۲۴,سرویس اجتماعی,"
                        سلامت
                        
                    ",isna,Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Health care,N/A,National,Unknown,Capital,Government,Unknown,Health,Unknown,تهران,Unknown,Unknown,Unknown,2017-07-02,No,2017-07-02,2017-07-02,1.0,success,gpt-4o-mini,,,,
55356,171014,تجمع دانشجویان دانشگاه خوارزمی در اعتراض به جابجایی خوابگاه+پاسخ مسئولان,,2017-07-02 16:10:23,یکشنبه ۱۱ تیر ۱۳۹۶ - ۱۸:۴۰,سرویس علمی و دانشگاهی,"
                        صنفی، فرهنگی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Student/university,N/A,Local,خوارزمی,University,University Officials,Formal student group,Student Movement,Unknown,دانشگاه خوارزمی,medium group < 50,مقابل دانشگاه خوارزمی,University campuses,2017-07-02,No,2017-07-02,2017-07-02,1.0,success,gpt-4o-mini,,,,
55391,168802,اعتراض نماینده سلماس به تخریب سرپناه کارگران سلماسی از سوی وزارت جهادکشاورزی,,2017-07-04 10:41:09,سه‌شنبه ۱۳ تیر ۱۳۹۶ - ۱۳:۱۱,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Labour,N/A,Local,سلماس,Town,Government,Ordinary Citizens,Labour,Reformist,تهران,unknown,صحن علنی مجلس شورای اسلامی,Parliament area,2017-07-04,No,2017-07-04,2017-07-04,1.0,success,gpt-4o-mini,,,,
55403,169085,آغاز هشتمین دوره پویش کتاب‌خوانی «روشنا»,,2017-07-05 08:58:20,چهارشنبه ۱۴ تیر ۱۳۹۶ - ۱۱:۲۸,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,,Ritual,Unknown,,,Cultural,N/A,National,Unknown,NA,Unknown,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-05,Yes,2017-07-16,2017-10-16,92.0,success,gpt-4o-mini,1.0,169085.0,Yes,
55403,169085,آغاز هشتمین دوره پویش کتاب‌خوانی «روشنا»,,2017-07-05 08:58:20,چهارشنبه ۱۴ تیر ۱۳۹۶ - ۱۱:۲۸,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,,Ritual,Unknown,,,Cultural,N/A,National,Unknown,NA,Unknown,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-05,Yes,2017-07-16,2017-10-16,92.0,success,gpt-4o-mini,2.0,169085.0,Yes,
55403,169085,آغاز هشتمین دوره پویش کتاب‌خوانی «روشنا»,,2017-07-05 08:58:20,چهارشنبه ۱۴ تیر ۱۳۹۶ - ۱۱:۲۸,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,,Ritual,Unknown,,,Cultural,N/A,National,Unknown,NA,Unknown,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-05,Yes,2017-07-16,2017-10-16,92.0,success,gpt-4o-mini,3.0,169085.0,Yes,
55403,169085,آغاز هشتمین دوره پویش کتاب‌خوانی «روشنا»,,2017-07-05 08:58:20,چهارشنبه ۱۴ تیر ۱۳۹۶ - ۱۱:۲۸,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,,Ritual,Unknown,,,Cultural,N/A,National,Unknown,NA,Unknown,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-05,Yes,2017-07-16,2017-10-16,92.0,success,gpt-4o-mini,4.0,169085.0,Yes,
55403,169085,آغاز هشتمین دوره پویش کتاب‌خوانی «روشنا»,,2017-07-05 08:58:20,چهارشنبه ۱۴ تیر ۱۳۹۶ - ۱۱:۲۸,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,,Ritual,Unknown,,,Cultural,N/A,National,Unknown,NA,Unknown,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-05,Yes,2017-07-16,2017-10-16,92.0,success,gpt-4o-mini,5.0,169085.0,Yes,
55403,169085,آغاز هشتمین دوره پویش کتاب‌خوانی «روشنا»,,2017-07-05 08:58:20,چهارشنبه ۱۴ تیر ۱۳۹۶ - ۱۱:۲۸,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,,Ritual,Unknown,,,Cultural,N/A,National,Unknown,NA,Unknown,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-05,Yes,2017-07-16,2017-10-16,92.0,success,gpt-4o-mini,6.0,169085.0,Yes,
55403,169085,آغاز هشتمین دوره پویش کتاب‌خوانی «روشنا»,,2017-07-05 08:58:20,چهارشنبه ۱۴ تیر ۱۳۹۶ - ۱۱:۲۸,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,,Ritual,Unknown,,,Cultural,N/A,National,Unknown,NA,Unknown,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-05,Yes,2017-07-16,2017-10-16,92.0,success,gpt-4o-mini,7.0,169085.0,Yes,
55403,169085,آغاز هشتمین دوره پویش کتاب‌خوانی «روشنا»,,2017-07-05 08:58:20,چهارشنبه ۱۴ تیر ۱۳۹۶ - ۱۱:۲۸,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,,Ritual,Unknown,,,Cultural,N/A,National,Unknown,NA,Unknown,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-05,Yes,2017-07-16,2017-10-16,92.0,success,gpt-4o-mini,8.0,169085.0,Yes,
55403,169085,آغاز هشتمین دوره پویش کتاب‌خوانی «روشنا»,,2017-07-05 08:58:20,چهارشنبه ۱۴ تیر ۱۳۹۶ - ۱۱:۲۸,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,,Ritual,Unknown,,,Cultural,N/A,National,Unknown,NA,Unknown,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-05,Yes,2017-07-16,2017-10-16,92.0,success,gpt-4o-mini,9.0,169085.0,Yes,
55403,169085,آغاز هشتمین دوره پویش کتاب‌خوانی «روشنا»,,2017-07-05 08:58:20,چهارشنبه ۱۴ تیر ۱۳۹۶ - ۱۱:۲۸,سرویس فرهنگی و هنری,"
                        ادبیات و کتاب
                        
                    ",isna,Yes,No,,Ritual,Unknown,,,Cultural,N/A,National,Unknown,NA,Unknown,Unknown,Cultural,Unknown,Unknown,Unknown,Unknown,Unknown,2017-07-05,Yes,2017-07-16,2017-10-16,92.0,success,gpt-4o-mini,10.0,169085.0,Yes,
