Unnamed: 0,id,title,sub_title,date,persian_date,service,category,agency,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
42581,375706,فعالان سیاسی اصولگرا در ضیافت افطاری جامعه اسلامی مهندسین ,,2015-07-01 19:27:23,چهارشنبه ۱۰ تیر ۱۳۹۴ - ۲۱:۵۷,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,,Ritual,No,N/A,N/A,Unknown,N/A,Local,Unknown,City,Unknown,Unknown,Unknown,Conservative,مسجد دانشگاه امام صادق (ع),Unknown,Unknown,Unknown,2015-07-01,No,2015-07-01,2015-07-01,1.0,success,gpt-4o-mini,,,,
42625,381803,اعتراض معماران به «تهران،‌ شهر بی‌پناه ...»,,2015-07-06 07:19:09,دوشنبه ۱۵ تیر ۱۳۹۴ - ۰۹:۴۹,سرویس فرهنگی و هنری,"
                        گردشگری و میراث
                        
                    ",isna,Yes,No,Petitioning,Protest,No,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Cultural,N/A,Local,تهران,Capital,Government,Unknown,Cultural,Unknown,تهران,unknown,Unknown,Unknown,2015-07-06,No,2015-07-06,2015-07-06,1.0,success,gpt-4o-mini,,,,
42643,374097,بیانیه جمعیت حامیان آزادی قدس شریف به مناسبت روز جهانی قدس,,2015-07-06 14:22:15,دوشنبه ۱۵ تیر ۱۳۹۴ - ۱۶:۵۲,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,International,Intl_Palestine-Israel,National,فلسطین,NA,International Institution/Country,NGO/Community,Political,Unknown,Unknown,unknown,Unknown,Unknown,2015-07-06,No,2015-07-06,2015-07-06,1.0,success,gpt-4o-mini,,,,
42669,373739,بیانیه وزارت علوم به مناسبت راهپیمایی روز قدس,,2015-07-08 07:47:51,چهارشنبه ۱۷ تیر ۱۳۹۴ - ۱۰:۱۷,سرویس علمی و دانشگاهی,"
                        آموزش
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,International,Intl_Palestine-Israel,National,فلسطین,NA,International Institution/Country,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2015-07-08,No,2015-07-08,2015-07-08,1.0,success,gpt-4o-mini,,,,
42682,373651,بیانیه جمعیت مستقل ایران اسلامی برای راهپیمایی روز جهانی قدس,,2015-07-08 21:43:31,پنجشنبه ۱۸ تیر ۱۳۹۴ - ۰۰:۱۳,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,International,Intl_Palestine-Israel,National,فلسطین,NA,International Institution/Country,Formal religious group,Political,Unknown,Unknown,unknown,Unknown,Public place,2015-07-08,No,2015-07-08,2015-07-08,1.0,success,gpt-4o-mini,,,,
42711,373349,راهپیمایی روز جهانی قدس آغاز شد,,2015-07-10 07:45:48,جمعه ۱۹ تیر ۱۳۹۴ - ۱۰:۱۵,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,International,Intl_Palestine-Israel,National,Unknown,Capital,Unknown,Unknown,Unknown,Unknown,تهران,"thousands, +1000",دانشگاه تهران,Public place,2015-07-10,No,,,1.0,success,gpt-4o-mini,,,,
42716,373336,راهپیمایی روز جهانی قدس - تهران ۱,,2015-07-10 08:22:22,جمعه ۱۹ تیر ۱۳۹۴ - ۱۰:۵۲,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Unknown,N/A,National,Unknown,Capital,Unknown,Unknown,Unknown,Unknown,تهران,unknown,Unknown,Unknown,2015-07-10,No,2015-07-10,2015-07-10,1.0,success,gpt-4o-mini,,,,
42735,373260,راهپیمایی روز جهانی قدس - استانها /۱,,2015-07-10 11:06:29,جمعه ۱۹ تیر ۱۳۹۴ - ۱۳:۳۶,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,Unknown,march/ rally,راهپیمایی,Unknown,N/A,National,Unknown,National,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2015-07-10,No,2015-07-10,2015-07-10,1.0,success,gpt-4o-mini,,,,
42745,382428,راهپیمایی روز جهانی قدس -استانها /۲ ,,2015-07-10 12:05:44,جمعه ۱۹ تیر ۱۳۹۴ - ۱۴:۳۵,سرویس عکس,,isna,Yes,No,,Protest,Unknown,march/ rally,راهپیمایی,Unknown,N/A,National,Unknown,National,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2015-07-10,No,2015-07-10,2015-07-10,1.0,success,gpt-4o-mini,,,,
42748,373219,راهپیمایی روز جهانی قدس - استان‌ها ۳,,2015-07-10 12:38:06,جمعه ۱۹ تیر ۱۳۹۴ - ۱۵:۰۸,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Unknown,N/A,National,Unknown,National,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,2015-07-10,No,2015-07-10,2015-07-10,1.0,success,gpt-4o-mini,,,,
