Unnamed: 0,id,title,sub_title,date,persian_date,service,category,agency,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
36760,1720303,بیانیه سازمان دانشجویی حزب اسلامی کار در خصوص حملات تروریستی داعش,,2014-07-02 08:17:19,چهارشنبه ۱۱ تیر ۱۳۹۳ - ۱۰:۴۷,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,International,Intl_Islamic,National,Unknown,NA,International Institution/Country,Formal student group,Political,Unknown,Unknown,Unknown,Unknown,Unknown,2014-07-02,No,2014-07-02,2014-07-02,1.0,success,gpt-4o-mini,,,,
36766,1719287,بیانیه جمعی از فرزندان شهدا در محکومیت تحرکات تروریستی داعش,,2014-07-02 12:57:32,چهارشنبه ۱۱ تیر ۱۳۹۳ - ۱۵:۲۷,سرویس سیاسی,"
                        سیاست داخلی
                        
                    ",isna,Yes,No,Petitioning,Protest,No,Collective open letter,نامه جمعی اعتراضی,International,Intl_Islamic,National,عراق,NA,International Institution/Country,Ordinary Citizens,Political,Unknown,Unknown,unknown,Unknown,Unknown,2014-07-02,No,2014-07-02,2014-07-02,1.0,success,gpt-4o-mini,,,,
36827,1717500,اعتصاب غذای کله‌گنجشکی برای اعتراض به بررسی پرونده بورسیه دکترا,,2014-07-07 12:13:18,دوشنبه ۱۶ تیر ۱۳۹۳ - ۱۴:۴۳,سرویس فرهنگی و هنری,"
                        تجسمی و موسیقی
                        
                    ",isna,Yes,No,Confrontational protests (illegal and non violent),Protest,NO,"self-mutilation (e.g., hunger strike, suicide)",اعتصاب غذای کله گنجشکی,Student/university,N/A,Local,Unknown,Unknown,Government,Ordinary Citizens,Student Movement,Unknown,Unknown,unknown,Unknown,Unknown,2014-07-07,No,2014-07-07,2014-07-07,1.0,success,gpt-4o-mini,,,,
36845,1721463,انجمن دفاع ازقربانیان تروریسم خواستار شد:ممانعت از فعالیت گروهک تروریستی منافقین در فرانسه,در نامه‌ای به وزیر خارجه فرانسه,2014-07-09 06:29:12,چهارشنبه ۱۸ تیر ۱۳۹۳ - ۰۸:۵۹,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Political,N/A,International,فرانسه,International,International Institution/Country,NGO/Community,Human rights,Unknown,فرانسه,unknown,Unknown,Unknown,2014-07-09,No,2014-07-09,2014-07-09,1.0,success,gpt-4o-mini,,,,
36886,1715723,ایجاد کمپین کاهش طلاق,,2014-07-12 12:28:42,شنبه ۲۱ تیر ۱۳۹۳ - ۱۴:۵۸,سرویس اجتماعی,"
                        خانواده
                        
                    ",isna,Yes,No,Petitioning,Protest,No,Civil campaigning,کمپین مدنی یا پویشگری,Social,Soc_Addiction,National,Unknown,Unknown,Government,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2014-07-12,No,2014-07-12,2014-07-12,1.0,success,gpt-4o-mini,,,,
36895,1714298, تعدادی از معلولان مقابل دفتر سازمان ملل تجمع کردند,در اعتراض به حمله رژیم‌ صهیونیستی به مرکز معلولین غزه ,2014-07-13 09:55:28,یکشنبه ۲۲ تیر ۱۳۹۳ - ۱۲:۲۵,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Disability,N/A,Local,غزه,Capital,International Institution/Country,Ordinary Citizens,Disability rights,Unknown,تهران,small group < 15,مقابل دفتر سازمان ملل,International office/ embassy,2014-07-13,No,,,1.0,success,gpt-4o-mini,,,,
36900,1714106,دیدار جمعی از فرهیختگان، یادگاران دفاع مقدس و فعالان سیاسی و اجتماعی با هاشمی رفسنجانی ,,2014-07-13 16:49:56,یکشنبه ۲۲ تیر ۱۳۹۳ - ۱۹:۱۹,سرویس عکس,,isna,Yes,No,,Ritual,Unknown,Unknown,Unknown,Unknown,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2014-07-13,No,2014-07-13,2014-07-13,1.0,success,gpt-4o-mini,,,,
36910,1713822,تجمع در اعتراض به جنایات صهیونیست‌ها در غزه,فردا برگزار می‌شود,2014-07-14 09:47:11,دوشنبه ۲۳ تیر ۱۳۹۳ - ۱۲:۱۷,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,International,Intl_Palestine-Israel,National,غزه,Capital,International Institution/Country,NGO/Community,Political,Unknown,تهران,unknown,مقابل دفتر سازمان ملل,International office/ embassy,2014-07-15,No,2014-07-15,2014-07-15,1.0,success,gpt-4o-mini,,,,
36925,1713323,تجمع مردمی در اعتراض به جنایات رژیم صهیونیستی علیه مردم غزه ,مقابل دفتر سازمان ملل در تهران برگزار شد,2014-07-15 09:45:35,سه‌شنبه ۲۴ تیر ۱۳۹۳ - ۱۲:۱۵,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,International,Intl_Palestine-Israel,National,غزه,Capital,International Institution/Country,NGO/Community,Human rights,Unknown,تهران,unknown,مقابل دفتر سازمان ملل,International office/ embassy,2014-07-15,No,2014-07-15,2014-07-15,1.0,success,gpt-4o-mini,,,,
36936,1716434,تجمع در حمایت از مردم غزه - مشهد,,2014-07-15 20:00:51,سه‌شنبه ۲۴ تیر ۱۳۹۳ - ۲۲:۳۰,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,International,Intl_Palestine-Israel,Local,غزه,City,International Institution/Country,Ordinary Citizens,Other,Unknown,مشهد,unknown,Unknown,Unknown,2014-07-15,No,,,1.0,success,gpt-4o-mini,,,,
