Unnamed: 0,id,title,sub_title,date,persian_date,service,category,agency,relevance,duplicate,protests_categories,protest_ritual,violent,protest_form_en,protest_form_fa,issue,issue_specific,local_national_international,issue_location_name,location_category,target,organizer_type,civil_society_sector,main_political_sector,event_location_name,size_of_participants,arena_name,arena_type,event_date,is_multi_day,date_range_start,date_range_end,days_duration,_processing_status,_model_used,event_day,original_article_id,_is_expanded,duplicate_group_id
48955,1522811,تا ساعتی دیگر راهپیمایی روز قدس آغاز می‌شود,/فلسطین؛ فریاد مظلومیت جهان اسلام/,2016-07-01 06:31:35,جمعه ۱۱ تیر ۱۳۹۵ - ۰۹:۰۱,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,International,Intl_Palestine-Israel,National,Unknown,Capital,Unknown,Unknown,Unknown,Unknown,تهران,unknown,دانشگاه تهران,Public place,2016-07-01,No,,,1.0,success,gpt-4o-mini,,,,
48958,1517576,با حضور گسترده مردم راهپیمایی روز قدس آغاز شد,/فلسطین؛ فریاد مظلومیت جهان اسلام/,2016-07-01 07:59:00,جمعه ۱۱ تیر ۱۳۹۵ - ۱۰:۲۹,سرویس سیاسی,"
                        سیاست خارجی
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,International,Intl_Palestine-Israel,National,Unknown,Capital,International Institution/Country,Campaign,Political,Unknown,تهران,"thousands, +1000",Unknown,Public place,2016-07-01,No,2016-07-01,2016-07-01,1.0,success,gpt-4o-mini,,,,
48960,1517554,آغاز راهپیمایی روز قدس در سراسر استانها,/فلسطین؛ فریاد مظلومیت جهان اسلام/ ,2016-07-01 08:28:43,جمعه ۱۱ تیر ۱۳۹۵ - ۱۰:۵۸,سرویس استان ها,"
                        تهران
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,International,Intl_Palestine-Israel,National,Unknown,National,International Institution/Country,Ordinary Citizens,Human rights,Unknown,سراسر کشور,"thousands, +1000",Unknown,Public place,2016-07-01,No,2016-07-01,2016-07-01,1.0,success,gpt-4o-mini,,,,
48979,1517499,راهپیمایی روز قدس - استانها,,2016-07-01 10:12:49,جمعه ۱۱ تیر ۱۳۹۵ - ۱۲:۴۲,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Political,N/A,National,Unknown,National,Government,Unknown,Unknown,Unknown,سراسر کشور,"thousands, +1000",Unknown,Public place,2016-07-01,No,,,1.0,success,gpt-4o-mini,,,,
48988,1522898,راهپیمایی روز قدس - استانها,,2016-07-01 11:18:27,جمعه ۱۱ تیر ۱۳۹۵ - ۱۳:۴۸,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Political,N/A,National,Unknown,National,Government,Ordinary Citizens,Political,Unknown,Unknown,"thousands, +1000",Unknown,Public place,2016-07-01,No,2016-07-01,2016-07-01,1.0,success,gpt-4o-mini,,,,
48995,1517446,راهپیمایی روز قدس - استانها,,2016-07-01 12:45:55,جمعه ۱۱ تیر ۱۳۹۵ - ۱۵:۱۵,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Political,N/A,National,Unknown,National,Government,Unknown,Unknown,Unknown,سراسر کشور,"thousands, +1000",Unknown,Public place,2016-07-01,No,,,1.0,success,gpt-4o-mini,,,,
48999,1522925,راهپیمایی روز قدس - استانها,,2016-07-01 13:37:51,جمعه ۱۱ تیر ۱۳۹۵ - ۱۶:۰۷,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Political,N/A,National,Unknown,National,Government,Unknown,Unknown,Unknown,سراسر کشور,"thousands, +1000",Unknown,Public place,2016-07-01,No,2016-07-01,2016-07-01,1.0,success,gpt-4o-mini,,,,
49005,1522932,راهپیمایی روز قدس - استانها,,2016-07-01 14:19:18,جمعه ۱۱ تیر ۱۳۹۵ - ۱۶:۴۹,سرویس عکس,,isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,march/ rally,راهپیمایی,Political,N/A,National,Unknown,National,Government,Ordinary Citizens,Political,Unknown,سراسر کشور,"thousands, +1000",Unknown,Public place,2016-07-01,No,2016-07-01,2016-07-01,1.0,success,gpt-4o-mini,,,,
49026,1516856,اجرای کمپین «همه شهر داریم» همزمان با روز شهرداری‌ها در تهران,,2016-07-03 09:00:45,یکشنبه ۱۳ تیر ۱۳۹۵ - ۱۱:۳۰,سرویس اجتماعی,"
                        جامعه، شهری
                        
                    ",isna,Yes,No,Petitioning,Ritual,NO,"Contacting politicians, officials, parliament members, media etc.",تماس با سیاستمداران و مسئولان و رسانه‌ها,Urban,N/A,Local,تهران,Capital,Municipality/ city councils,Campaign,Urban,Unknown,تهران,unknown,Unknown,Unknown,2016-07-03,No,,,1.0,success,gpt-4o-mini,,,,
49030,1516703,تجمع جمعی از کارکنان ایران ایر در مقابل مجلس,,2016-07-03 11:53:23,یکشنبه ۱۳ تیر ۱۳۹۵ - ۱۴:۲۳,سرویس سیاسی,"
                        مجلس
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Labour,N/A,Local,Unknown,Capital,Government,Labour Union,Labour,Unknown,تهران,small group < 15,مقابل مجلس,In front of state buildings,2016-07-03,No,2016-07-03,2016-07-03,1.0,success,gpt-4o-mini,,,,
49039,1516470,گزارش ایسنا از کمپینی مجازی که مدرسه ساخت,,2016-07-04 08:10:35,دوشنبه ۱۴ تیر ۱۳۹۵ - ۱۰:۴۰,سرویس اجتماعی,"
                        خانواده
                        
                    ",isna,Yes,No,Petitioning,Protest,NO,Civil campaigning,کمپین مدنی یا پویشگری,Children,N/A,Local,کله,Rural,Government,Campaign,Children's rights,Unknown,سعادت آباد,Large Group < 200,سعادت آباد,Public place,2016-07-04,No,,,1.0,success,gpt-4o-mini,,,,
49040,1516414,اعتراض جمعی از کارکنان راه و شهرسازی سیستان و بلوچستان به عدم پرداخت چند ماهه حقوق,,2016-07-04 09:26:31,دوشنبه ۱۴ تیر ۱۳۹۵ - ۱۱:۵۶,سرویس استان ها,"
                        سیستان و بلوچستان
                        
                    ",isna,Yes,No,Demonstrative protests (legal and nonviolent),Protest,NO,public assembly,تجمع / اجتماع,Labour,N/A,Local,سیستان و بلوچستان,Province Center,Government,Labour Union,Labour,Unknown,مقابل اداره کل راه و شهرسازی زاهدان,medium group <50,مقابل اداره کل راه و شهرسازی زاهدان,In front of state buildings,2016-07-04,No,2016-07-04,2016-07-04,1.0,success,gpt-4o-mini,,,,
49058,1516017,کمپین پاکسازی جاده چالوس    ,"عظیم خودرو برگزار می‌کند_x000D_
_x000D_
",2016-07-05 09:40:54,سه‌شنبه ۱۵ تیر ۱۳۹۵ - ۱۲:۱۰,سرویس بازار,"
                        خبر بازار
                        
                    ",isna,Yes,No,N/A,Ritual,NO,Civil campaigning,کمپین مدنی یا پویشگری,Environmental,Env_Waste Disposal,Local,Unknown,Unknown,Unknown,Private Companies/organizations,Environmental,Unknown,جاده چالوس,unknown,Unknown,Unknown,2016-07-05,Yes,2016-07-05,2016-07-19,15.0,success,gpt-4o-mini,1.0,1516017.0,Yes,158e241c6a4415add04e067476821978
